name,id_number,phone_number,gender,district
程詩涵,830000199402248988,13687209821,女,Chinese Taiwan
周承翰,830000195703108083,13685055358,女,Chinese Taiwan
胥瑞,370612197507125114,18193062816,男,Chinese Mainland
张小红,320412198706292665,15566551400,女,Chinese Mainland
邓敏,820000194904101033,15090933046,男,Chinese Macao
黄畅,542627196301193385,18634769086,女,Chinese Mainland
郭敏,450881198409168354,13009782217,男,Chinese Mainland
袁柳,371300196110316435,13548026746,男,Chinese Mainland
季桂芝,230604195806022983,18641153494,女,Chinese Mainland
潘燕,820000196802214407,13872095299,女,Chinese Macao
黄成,810000194001214764,13477865455,女,Chinese Hong Kong
阎峰,530322196308053762,15171267645,女,Chinese Mainland
高凤兰,371602198306068910,18696558174,男,Chinese Mainland
田桂兰,441801195101081408,13383191246,女,Chinese Mainland
苗晨,530800194512087433,13884824359,男,Chinese Mainland
卢丹丹,810000196904309675,18202238490,男,Chinese Hong Kong
张柳,410404193806194527,18069079164,女,Chinese Mainland
张建国,450602199704207086,18164472143,女,Chinese Mainland
陆玉英,44022919870622608X,15790480928,女,Chinese Mainland
冯桂芝,653225195407086622,15625877636,女,Chinese Mainland
王冬梅,370828198712280064,18853303049,女,Chinese Mainland
晋岩,820000198009183392,13716314050,男,Chinese Macao
王丹丹,430281195102043274,18536635068,男,Chinese Mainland
任明,810000195607013064,13350745772,女,Chinese Hong Kong
倪桂芳,13082119710902226X,15768344237,女,Chinese Mainland
刘平,370501199410043299,15791148159,男,Chinese Mainland
徐伟,653201193808070189,13666147864,女,Chinese Mainland
王玉,220701194402206946,18953473947,女,Chinese Mainland
胡柳,522328200302167029,15930311210,女,Chinese Mainland
曹琬婷,830000193909120070,13850673092,男,Chinese Taiwan
刘龙,131122200008159025,13257835206,女,Chinese Mainland
郭岩,820000195209192257,14512075732,男,Chinese Macao
萧辉,530124193608202932,15122235524,男,Chinese Mainland
黄建军,54262319410423901X,13326974453,男,Chinese Mainland
胡刚,350603194903174491,13444147324,男,Chinese Mainland
唐慧,810000195011201347,18227736665,女,Chinese Hong Kong
李桂荣,61050019700112683X,13533672053,男,Chinese Mainland
韩莹,820000195809207061,18285735874,女,Chinese Macao
张强,513436199908165537,13433822943,男,Chinese Mainland
马楠,450331199707208987,18102056636,女,Chinese Mainland
胡桂花,420902198306179063,18299985233,女,Chinese Mainland
张健,410423195901210239,15172636221,男,Chinese Mainland
叶桂香,652722198202143663,14733663515,女,Chinese Mainland
陈辉,35072419620402700X,18734447934,女,Chinese Mainland
曾淑娟,830000199207245650,15944834613,男,Chinese Taiwan
伊馨儀,830000198207091853,13969738387,男,Chinese Taiwan
刘涛,450305194103282216,15727502049,男,Chinese Mainland
章淑英,810000196310138741,15080520689,女,Chinese Hong Kong
齐鑫,820000195505316672,13324970291,男,Chinese Macao
郑志强,542421196008042562,13835234420,女,Chinese Mainland
卢红霞,820000195107197612,13247639101,男,Chinese Macao
张颖,150783198402058028,15764482961,女,Chinese Mainland
方梅,51162319360723157X,18998274036,男,Chinese Mainland
董凯,640400199306228238,15810971777,男,Chinese Mainland
赖明,231004195508194275,13791229394,男,Chinese Mainland
周楠,441283195304113547,15626156113,女,Chinese Mainland
任磊,510824200002073459,18031976002,男,Chinese Mainland
徐琴,360201199402042810,18711383526,男,Chinese Mainland
郑杰,230401198306230595,13196226502,男,Chinese Mainland
卢杨,331082198310079219,18802543232,男,Chinese Mainland
曹欢,411623199706291651,18875105945,男,Chinese Mainland
张桂英,652829194207034433,14548832058,男,Chinese Mainland
楚雪梅,130733193606076287,13280524042,女,Chinese Mainland
胡敏,820000194203021698,18137183021,男,Chinese Macao
刘海燕,421182199910051123,13043922326,女,Chinese Mainland
何怡婷,830000198506207983,18214705178,女,Chinese Taiwan
亓丹丹,420000198301143027,13623808293,女,Chinese Mainland
覃倩,140201198210231056,18719587491,男,Chinese Mainland
王志强,150823196607164115,18830363509,男,Chinese Mainland
张雷,500111198902146391,15713954377,男,Chinese Mainland
蒋想,340122198705018859,14576267065,男,Chinese Mainland
马磊,320623198906118637,18868222151,男,Chinese Mainland
孙淑华,820000194708163296,15929101927,男,Chinese Macao
李晶,341521197808118926,13646080142,女,Chinese Mainland
谭红霞,341321194408205807,13640942639,女,Chinese Mainland
梁秀荣,429005194505242387,15359189922,女,Chinese Mainland
刘倩,610922197809296436,18936446149,男,Chinese Mainland
韩涛,820000195311032284,18007559816,女,Chinese Macao
龚丽丽,510922198604300914,13786819534,男,Chinese Mainland
徐中山,830000199512090691,13731425258,男,Chinese Taiwan
柳詩婷,83000019510621382X,13476279669,女,Chinese Taiwan
韩桂英,420804200008147511,15794807205,男,Chinese Mainland
吕文,152529198809053053,15738172339,男,Chinese Mainland
李彬,451227196605205467,18784482805,女,Chinese Mainland
李鹏,820000198809095294,15051447296,男,Chinese Macao
兰海燕,810000196411037915,14735941514,男,Chinese Hong Kong
邱宁,530129198810250668,13496175328,女,Chinese Mainland
林傑克,830000200306120883,18756314168,女,Chinese Taiwan
王鹏,140822195002012263,13956747774,女,Chinese Mainland
周婷,445102198010174161,15637303263,女,Chinese Mainland
万峰,130634196809126090,15064615285,男,Chinese Mainland
高秀华,320000199901085204,13812364241,女,Chinese Mainland
武娟,430522193911092241,13825303858,女,Chinese Mainland
刘萍,371100198710043889,15904666652,女,Chinese Mainland
张平,420112194504073383,13927343731,女,Chinese Mainland
高博,320412193611204711,13168279238,男,Chinese Mainland
马雪,360100196611174013,15569996800,男,Chinese Mainland
邓桂香,610829200109166714,15043847589,男,Chinese Mainland
邱刚,231202198606151414,18854895804,男,Chinese Mainland
廖瑋婷,830000195507026646,18501000480,女,Chinese Taiwan
李洁,140423195912091241,14787439043,女,Chinese Mainland
夏洋,542625195604273756,14516749446,男,Chinese Mainland
蔡柳,632723193711265714,15060873992,男,Chinese Mainland
汪小红,431124195909190484,15319479758,女,Chinese Mainland
蒲俊,820000195608248924,15739999853,女,Chinese Macao
魏金凤,62112419810416662X,18991424843,女,Chinese Mainland
李慧,510000194306070027,18895191984,女,Chinese Mainland
马飞,130530197411092162,15112203482,女,Chinese Mainland
夏宁,450501199101136619,15359232908,男,Chinese Mainland
张秀华,15080219810207199X,18810110477,男,Chinese Mainland
张帆,611026195103025448,13307914887,女,Chinese Mainland
孟美琪,830000196110216569,13384157464,女,Chinese Taiwan
高峰,34152119750424531X,15106194122,男,Chinese Mainland
陈佳,370800195703038559,13000833507,男,Chinese Mainland
黄兵,37152319580811350X,18623312794,女,Chinese Mainland
尤心怡,830000198407228367,13458075940,女,Chinese Taiwan
江芳,433125197208229312,14579061507,男,Chinese Mainland
刘娟,510104200203154921,14591206611,女,Chinese Mainland
王秀芳,820000196406088330,13838271393,男,Chinese Macao
任超,820000194908036099,13021520222,男,Chinese Macao
刘玉珍,810000200501107146,13614452163,女,Chinese Hong Kong
黄琴,530328196504194771,13295927819,男,Chinese Mainland
陈楠,610422197110241215,18800279340,男,Chinese Mainland
韩勇,540125195103218477,18838010506,男,Chinese Mainland
劉鈺婷,830000194809205987,13252041268,女,Chinese Taiwan
杜玉梅,211382194905058581,13926783676,女,Chinese Mainland
刘坤,41102319460918850X,18626511186,女,Chinese Mainland
蒋娜,652328200504241820,15028362829,女,Chinese Mainland
徐桂芝,620800199203044602,18823604581,女,Chinese Mainland
王莹,81000019390823972X,15612653185,女,Chinese Hong Kong
张文,460205194609304335,15379338830,男,Chinese Mainland
郑梅,450423200509260451,13939240461,男,Chinese Mainland
常淑华,610114193509059197,15989391406,男,Chinese Mainland
李楠,35082219520713778X,13065818403,女,Chinese Mainland
石慧,350401199606062361,13533884195,女,Chinese Mainland
巫洁,620501195110073369,13425464526,女,Chinese Mainland
李秀兰,34182319801210010X,14598391729,女,Chinese Mainland
康飛,830000194406251655,14514619345,男,Chinese Taiwan
安楠,610801195010243257,18186109125,男,Chinese Mainland
唐桂芝,130929199807124779,18756073167,男,Chinese Mainland
郑冬梅,130433193902130288,18266467393,女,Chinese Mainland
陈柳,130722199610060710,18736849488,男,Chinese Mainland
黄志强,810000196810214640,18700159998,女,Chinese Hong Kong
苏旭,542625198811186843,15210637440,女,Chinese Mainland
黄云,211202198503222888,13618537216,女,Chinese Mainland
林琳,120200195010211225,15918309760,女,Chinese Mainland
康健,320921199509247513,13576338249,男,Chinese Mainland
陈玉梅,820000200601120972,14533731475,男,Chinese Macao
张红梅,341321196503023488,18952095787,女,Chinese Mainland
麻明,532924195202120544,18835680655,女,Chinese Mainland
刘楠,130827194102289062,15234995423,女,Chinese Mainland
陆帆,361001194702284501,15600606832,女,Chinese Mainland
陈旭,211223194804012589,13029710047,女,Chinese Mainland
李丽丽,621002198301240936,13317651853,男,Chinese Mainland
徐桂芝,522326198006236314,13832744690,男,Chinese Mainland
魏敏,150703195712142115,13694389949,男,Chinese Mainland
覃承翰,830000199207159146,15867984421,女,Chinese Taiwan
林静,370201194608313777,18785597654,男,Chinese Mainland
吴晨,522633199607097764,15144788842,女,Chinese Mainland
梁桂花,420600200003124816,15779705752,男,Chinese Mainland
柳玉珍,430321200408162359,14755972382,男,Chinese Mainland
陆涛,140601194309183748,13212617621,女,Chinese Mainland
曾颖,440233195606144221,15137626661,女,Chinese Mainland
樊欣,330624199707279713,13339314595,男,Chinese Mainland
吴博,810000198806197250,13290537559,男,Chinese Hong Kong
陈凤英,620725196911034147,13383931253,女,Chinese Mainland
叶桂芝,810000200011271015,14574016473,男,Chinese Hong Kong
单宇,431302194105110002,13419361940,女,Chinese Mainland
董明,65312519840320655X,18791073565,男,Chinese Mainland
陈秀兰,542424199001182776,13104151287,男,Chinese Mainland
郎家瑜,830000197001134542,15566979251,女,Chinese Taiwan
申凤兰,530113193801250187,15726091137,女,Chinese Mainland
罗慧,411702196001142699,13960060826,男,Chinese Mainland
卢玉英,810000195203100460,15088963919,女,Chinese Hong Kong
陈敏,460101198812239660,15264618622,女,Chinese Mainland
魏坤,610322200312014167,13682749546,女,Chinese Mainland
郭琬婷,830000194606057240,13531047453,女,Chinese Taiwan
陳中山,830000197704088255,13864599965,男,Chinese Taiwan
陆建国,331100196210250201,13943881466,女,Chinese Mainland
余兰英,130921193901319822,18930148897,女,Chinese Mainland
高建军,810000199504188118,13424184822,男,Chinese Hong Kong
孙淑华,220623194609031322,18604012395,女,Chinese Mainland
高桂香,211401196305229099,18850003000,男,Chinese Mainland
孟丹,620401199110312430,18999318408,男,Chinese Mainland
殷宁,370105197306126187,13529027696,女,Chinese Mainland
羅威廷,830000196410010212,13596644382,男,Chinese Taiwan
童萍,411723199512166428,13566822039,女,Chinese Mainland
任海燕,230202194410045100,13507320074,女,Chinese Mainland
郑欣,542233193912258557,18929882125,男,Chinese Mainland
丁雪梅,150300194303217483,18550675130,女,Chinese Mainland
马佳,511401195609111301,13777178168,女,Chinese Mainland
宋峰,15042420040522550X,15321761290,女,Chinese Mainland
王英,652800197812136199,15535419846,男,Chinese Mainland
胡娜,429004195910128535,14544812975,男,Chinese Mainland
王郁婷,830000194206133574,18980486169,男,Chinese Taiwan
何波,820000198407157106,15953304542,女,Chinese Macao
余兵,513423198303244914,18550651221,男,Chinese Mainland
王龙,810000198801152248,18145614345,女,Chinese Hong Kong
胡鹏,621123198912316888,15648783309,女,Chinese Mainland
王雅玲,830000194905011656,15957187793,男,Chinese Taiwan
阳鑫,230108198708241906,15124069740,女,Chinese Mainland
路玉英,340403198304130003,18045649912,女,Chinese Mainland
刘畅,130121193408015194,13471999246,男,Chinese Mainland
喻瑞,620401195601137624,18739848077,女,Chinese Mainland
姜建平,140581199512143732,14560934027,男,Chinese Mainland
黄鑫,23128219700821286X,18675484607,女,Chinese Mainland
刘娜,820000197611296846,15286809809,女,Chinese Macao
周秀云,370830196302014639,18762270278,男,Chinese Mainland
姜璐,150702194712045410,15825284868,男,Chinese Mainland
葛敏,52273119861208283X,13319050650,男,Chinese Mainland
周秀兰,42011719940131277X,15546250819,男,Chinese Mainland
刘建平,810000196611209734,15920122567,男,Chinese Hong Kong
白小红,610630196607058981,13214288547,女,Chinese Mainland
李颖,610425199103251026,18066463195,女,Chinese Mainland
刘淑英,350702195606210058,13872312190,男,Chinese Mainland
卞彬,410403200407239990,14570652857,男,Chinese Mainland
豆晶,321102193611120640,15822463876,女,Chinese Mainland
刘莹,610824195808093897,15348579280,男,Chinese Mainland
覃岩,220103194707084521,13974999363,女,Chinese Mainland
单志强,640101200010107694,13806070270,男,Chinese Mainland
刘秀云,810000199008195714,13861357008,男,Chinese Hong Kong
曹彥廷,830000199312010917,15078831490,男,Chinese Taiwan
杨艳,820000200209183207,15836967798,女,Chinese Macao
王燕,320621195207296286,18903493055,女,Chinese Mainland
尤欣,620101198211255606,13270628620,女,Chinese Mainland
张坤,620401196103261133,15572242324,男,Chinese Mainland
富欢,360100194103307167,14526173558,女,Chinese Mainland
李红,810000196008316850,15026879631,男,Chinese Hong Kong
姜华,350301198902273163,18604745265,女,Chinese Mainland
罗荣,440303200401181564,18513938220,女,Chinese Mainland
江春梅,210911194404244235,13374675118,男,Chinese Mainland
張怡君,830000194901289167,13047022023,女,Chinese Taiwan
孙欣,440303195812202784,13336323813,女,Chinese Mainland
溫淑芬,830000194510123389,15663232210,女,Chinese Taiwan
杨凤英,610630198903267015,13877979568,男,Chinese Mainland
任涛,350725198606222700,18276274231,女,Chinese Mainland
管淑英,140429196805201479,15956836101,男,Chinese Mainland
王敏,371625195406179870,18778876523,男,Chinese Mainland
黄勇,211122196705174803,13297650107,女,Chinese Mainland
万强,13060419490228933X,14555941488,男,Chinese Mainland
阎涛,371402193606175183,18218546619,女,Chinese Mainland
陈坤,450000197410108125,15811910580,女,Chinese Mainland
王莹,33020419990620408X,13089665433,女,Chinese Mainland
黎雷,371400196306102610,14788954288,男,Chinese Mainland
顾俊,53050119341026967X,18013663055,男,Chinese Mainland
邵辉,520502195706090648,13458922011,女,Chinese Mainland
陈玉,450500197110255171,15202778256,男,Chinese Mainland
何俊,130927196410086368,15710071078,女,Chinese Mainland
梁秀芳,421081195811133799,14544482387,男,Chinese Mainland
侯楠,810000199308151297,15612982850,男,Chinese Hong Kong
高建,810000199607196428,13176014628,女,Chinese Hong Kong
簡雅筑,830000200202064581,18119153195,女,Chinese Taiwan
叶娟,820000196502123175,15817514559,男,Chinese Macao
刘冬梅,131100193801291493,15978390545,男,Chinese Mainland
梁鈺婷,830000199804191451,13630690448,男,Chinese Taiwan
石桂香,350784195907144845,13611346902,女,Chinese Mainland
蔡志偉,830000199301041080,13641072716,女,Chinese Taiwan
金红梅,411025196508103142,15166954650,女,Chinese Mainland
胡明,530428199903166507,15527961964,女,Chinese Mainland
王博,341503198906131018,18804813263,男,Chinese Mainland
陈秀荣,810000200305039035,14573862285,男,Chinese Hong Kong
陈颖,360729197010213283,13767410754,女,Chinese Mainland
王军,810000199510013568,18172673991,女,Chinese Hong Kong
李建平,533400200203172836,15845571810,男,Chinese Mainland
许健,820000198607249937,15606033821,男,Chinese Macao
吴浩,533423195104218289,13608011013,女,Chinese Mainland
刘梅,810000200104223397,13642062911,男,Chinese Hong Kong
张淑英,140427196307314451,15538396139,男,Chinese Mainland
宋淑珍,150622197803153779,15164429339,男,Chinese Mainland
沈伟,321281195405269989,13420159687,女,Chinese Mainland
陈鹏,420984199312028359,13835281692,男,Chinese Mainland
何兵,370503200207168182,15256815281,女,Chinese Mainland
施玉,640400197902075304,15937848047,女,Chinese Mainland
张林,410603193809207797,15080515859,男,Chinese Mainland
潘淑芬,830000198212127099,14579833455,男,Chinese Taiwan
林超,820000197001155763,14780812355,女,Chinese Macao
许成,222403196806047010,15192964556,男,Chinese Mainland
苏红,61030319930105832X,14715919519,女,Chinese Mainland
江丹,652100199007230036,18204940776,男,Chinese Mainland
师秀梅,469003196003172634,13067497216,男,Chinese Mainland
娄峰,130209196702018577,18508691015,男,Chinese Mainland
王桂荣,623024195106148639,14723370498,男,Chinese Mainland
方洋,820000199809135318,15099967534,男,Chinese Macao
卢秀荣,653224195310292415,13454438977,男,Chinese Mainland
孙瑞,440704194902274902,13705377878,女,Chinese Mainland
顾娟,331126196909162815,15938557647,男,Chinese Mainland
应婷,810000195301211084,13048977323,女,Chinese Hong Kong
张刚,210900200506298305,18632965284,女,Chinese Mainland
庄桂香,621125199510273237,18122124088,男,Chinese Mainland
刘宁,130531198109082132,13385683262,男,Chinese Mainland
冯鹏,222401196104060269,13992427078,女,Chinese Mainland
潘桂珍,630222198109043067,13241583856,女,Chinese Mainland
薛宜庭,830000196708220546,13509450355,女,Chinese Taiwan
赵桂花,820000196112279457,18972110849,男,Chinese Macao
张建,810000194104212331,18562295438,男,Chinese Hong Kong
易柳,63262519530325991X,13580822790,男,Chinese Mainland
母飞,511529196902190236,15653627957,男,Chinese Mainland
张璐,820000200007054132,14576604485,男,Chinese Macao
彭秀芳,350582196210251270,15893924780,男,Chinese Mainland
李龙,810000198209150411,15689018393,男,Chinese Hong Kong
孙磊,231281199405164200,18667452394,女,Chinese Mainland
蓝兵,331000199703138742,18709056398,女,Chinese Mainland
尹伟,370812196604284340,13707384427,女,Chinese Mainland
李桂兰,231121197202240268,18135669597,女,Chinese Mainland
陆红,411723193605139616,14537195932,男,Chinese Mainland
熊波,361027199111057979,15306849000,男,Chinese Mainland
李龍,830000198009176434,18871838915,男,Chinese Taiwan
韦鹏,371323198402191877,18292563090,男,Chinese Mainland
刘莉,511922196209220326,15568916566,女,Chinese Mainland
曲丽,130604199306294119,18732814205,男,Chinese Mainland
刘玲,350102197805201062,15058001291,女,Chinese Mainland
陈霞,460203197111028821,13054197681,女,Chinese Mainland
陶博,810000197002178148,15245992153,女,Chinese Hong Kong
龚帆,140925195604299534,15181689300,男,Chinese Mainland
鲍琳,431201198707186406,15792034959,女,Chinese Mainland
曹健,14102220010605889X,18619469857,男,Chinese Mainland
袁淑芬,830000196808178074,15887001224,男,Chinese Taiwan
樊红霞,810000195304077562,18119170085,女,Chinese Hong Kong
张建国,410505200211154467,13798058509,女,Chinese Mainland
冯成,654022194502262037,13521795099,男,Chinese Mainland
彭明,350103196108028331,18191901972,男,Chinese Mainland
刘洋,130723194105168097,15028402802,男,Chinese Mainland
刘秀兰,653123195912278045,18886339492,女,Chinese Mainland
温志强,321112198703162907,13500987807,女,Chinese Mainland
钟玉,110117194802096283,13135843186,女,Chinese Mainland
谭波,440781195011296312,18993069012,男,Chinese Mainland
秦桂芳,450981199612211602,14568946287,女,Chinese Mainland
蒋阳,500117199209059794,18858546970,男,Chinese Mainland
易佳樺,830000198303078907,18671692809,女,Chinese Taiwan
白冠廷,830000200301140770,15107402349,男,Chinese Taiwan
陈彬,810000197003300424,13671414891,女,Chinese Hong Kong
郝阳,522634197311136397,18828133824,男,Chinese Mainland
陶宇軒,830000196101278303,15087207856,女,Chinese Taiwan
郭淑兰,421002195304124964,15019331049,女,Chinese Mainland
刘峰,810000193803150323,18048040885,女,Chinese Hong Kong
周秀华,230712194709299551,13647907397,男,Chinese Mainland
何艳,810000196606308578,18716894060,男,Chinese Hong Kong
張慧君,830000199402100959,14777272864,男,Chinese Taiwan
李桂珍,140522195905315189,13933425429,女,Chinese Mainland
江颖,320902199407274685,15686651079,女,Chinese Mainland
杨建平,820000199403244282,13390276891,女,Chinese Macao
吴博,440507199101121480,15388218397,女,Chinese Mainland
罗涛,34020019490926927X,18828014468,男,Chinese Mainland
史坤,410323193602064193,15907319139,男,Chinese Mainland
潘柳,350000195804256750,18825241696,男,Chinese Mainland
萧岩,532327198109251558,18255010629,男,Chinese Mainland
罗丹,150700196601089580,18860968142,女,Chinese Mainland
連宜庭,830000193711017385,15533829611,女,Chinese Taiwan
韩红,32108119580110670X,15018180753,女,Chinese Mainland
郭欣,360403198404024658,14539856450,男,Chinese Mainland
石平,15022119370406298X,14787958315,女,Chinese Mainland
吳冠宇,830000200203195276,15135261562,男,Chinese Taiwan
周瑞,620821199511290751,14771542522,男,Chinese Mainland
刘淑珍,810000196801224652,18564385825,男,Chinese Hong Kong
潘勇,810000198201309037,18623324573,男,Chinese Hong Kong
呂信宏,83000019790517861X,18676891676,男,Chinese Taiwan
曹红霞,230305199607254149,13657174704,女,Chinese Mainland
梁庭瑋,830000197004217220,15543833389,女,Chinese Taiwan
赵柳,820000197902178479,13366403329,男,Chinese Macao
唐琳,640425197509210167,14569551300,女,Chinese Mainland
程云,371626195506199605,18045331112,女,Chinese Mainland
马玲,320411198306073897,15964584950,男,Chinese Mainland
芦雪梅,370100193904068546,18753449298,女,Chinese Mainland
张琴,652826197709011332,18015836997,男,Chinese Mainland
柯林,430482194408223625,18758384152,女,Chinese Mainland
韦淑兰,220211196301095006,15525771819,女,Chinese Mainland
徐秀芳,520500199505216203,13218639610,女,Chinese Mainland
杨雷,82000019990624425X,14516112280,男,Chinese Macao
程想,130527194201121648,15294203456,女,Chinese Mainland
周敏,810000200111227206,13756919730,女,Chinese Hong Kong
唐丹丹,14100019661127836X,13096396113,女,Chinese Mainland
王晨,440825198210095714,15757656101,男,Chinese Mainland
丁想,360729197601101259,13878275332,男,Chinese Mainland
海秀芳,371002196602120531,18832867346,男,Chinese Mainland
周鑫,810000198708162337,18766187340,男,Chinese Hong Kong
雷静,445300195602236324,13645199929,女,Chinese Mainland
张云,430800196301181118,14532584664,男,Chinese Mainland
陈秀珍,820000199207308883,13934220702,女,Chinese Macao
许冬梅,630224195707274489,18215552228,女,Chinese Mainland
史怡君,830000199907036745,13703294370,女,Chinese Taiwan
杜家瑋,830000196402109845,18593607096,女,Chinese Taiwan
杨超,513300199703023808,14557463606,女,Chinese Mainland
王颖,820000197210051071,13526139932,男,Chinese Macao
李飞,321311193911201300,18101463106,女,Chinese Mainland
王琴,820000193611216262,15681674150,女,Chinese Macao
伍凤英,331021198505161965,18296290683,女,Chinese Mainland
李淑华,610900198905087550,15546522727,男,Chinese Mainland
曲金凤,810000196407215387,13009539105,女,Chinese Hong Kong
王淑珍,371727195007290123,18562959999,女,Chinese Mainland
谷桂荣,140825199402071374,13205557160,男,Chinese Mainland
郝洁,350628193911025894,18736737488,男,Chinese Mainland
刘玉华,610528193703188697,14748055031,男,Chinese Mainland
张凤兰,441581197311172599,18290079429,男,Chinese Mainland
張惠雯,830000195009230345,13621533433,女,Chinese Taiwan
张秀芳,810000194311266738,18258938366,男,Chinese Hong Kong
董芳,511526195503155499,15098009514,男,Chinese Mainland
刘明,522700196711267270,15562256461,男,Chinese Mainland
谢健,650106194004266213,15587532284,男,Chinese Mainland
王秀芳,810000196703020736,13877496963,男,Chinese Hong Kong
管秀荣,130702200111086801,13508128137,女,Chinese Mainland
冯婷,810000198802218720,18661499353,女,Chinese Hong Kong
孙柳,820000199009254378,15168555505,男,Chinese Macao
李想,140110194803149544,13722991344,女,Chinese Mainland
周丽,230108198702230827,18999196449,女,Chinese Mainland
李彬,370300197404206454,18180518982,男,Chinese Mainland
夏红霞,420113196902129923,18726759993,女,Chinese Mainland
李红,53342119920817161X,18023940275,男,Chinese Mainland
陈晶,530602198710234318,18705941288,男,Chinese Mainland
许颖,130982199802149506,13904608748,女,Chinese Mainland
杨婷,653201199703256996,15923526634,男,Chinese Mainland
羅俊傑,830000195006304951,15655443699,男,Chinese Taiwan
赵岩,370283199905214481,18642441486,女,Chinese Mainland
李玉,513401198203111016,13845045174,男,Chinese Mainland
钟兵,370523199601032478,18601693641,男,Chinese Mainland
張怡君,830000193903244814,18064501094,男,Chinese Taiwan
赵琳,210101196208075473,13825494599,男,Chinese Mainland
潘倩,140122194508169871,13563844624,男,Chinese Mainland
魏建军,820000195007175985,13730209069,女,Chinese Macao
邵秀华,210204194311160903,18847021553,女,Chinese Mainland
馬俊傑,830000197707014200,13816543993,女,Chinese Taiwan
张丹丹,610826196511130797,15368040651,男,Chinese Mainland
张敏,130301194505135382,15299611471,女,Chinese Mainland
张敏,820000196902049082,18795257756,女,Chinese Macao
颜雪梅,13022419760606335X,18781475432,男,Chinese Mainland
高波,320111199603094131,18799162313,男,Chinese Mainland
卜璐,820000200308220931,15254679213,男,Chinese Macao
尚红梅,150200199502059219,14789147321,男,Chinese Mainland
李伟,370900199302250958,13795325518,男,Chinese Mainland
邓海燕,810000198806255553,15162724510,男,Chinese Hong Kong
兰峰,220722199704229443,18604777363,女,Chinese Mainland
吴娟,150205196801176579,13082191282,男,Chinese Mainland
陈秀梅,460105197008087978,15041157963,男,Chinese Mainland
丰玉华,230903199804253495,15062820791,男,Chinese Mainland
李玉华,810000196512311266,14715973373,女,Chinese Hong Kong
贾浩,410527199703074829,18627357296,女,Chinese Mainland
张琳,350000198806209521,15330327144,女,Chinese Mainland
杨荣,532931200307290766,15521500894,女,Chinese Mainland
陈淑华,130637199508211956,13723213985,男,Chinese Mainland
劉嘉玲,830000196810179279,13456365074,男,Chinese Taiwan
周志偉,830000200307034952,15005497582,男,Chinese Taiwan
李阳,430223194205276697,18012758145,男,Chinese Mainland
赵华,220182196212265413,18267427513,男,Chinese Mainland
张杰,420501193607293766,18258881876,女,Chinese Mainland
陈建,421182194409013868,18106897245,女,Chinese Mainland
王秀荣,820000193802014647,18279847915,女,Chinese Macao
刘帅,820000193911023921,13897408185,女,Chinese Macao
周志豪,830000200305295518,18971322303,男,Chinese Taiwan
王凤兰,130430193504164811,13202959428,男,Chinese Mainland
王柳,810000197010316176,18986717049,男,Chinese Hong Kong
阎龙,620601193507173292,13274317136,男,Chinese Mainland
王桂花,130529198506100224,13090208555,女,Chinese Mainland
杨利,440303194101281901,13881647273,女,Chinese Mainland
唐瑞,340404199406269146,15004505511,女,Chinese Mainland
吴霞,522328193607185292,15565013637,男,Chinese Mainland
刘军,130109197402046364,13936074992,女,Chinese Mainland
顾玉兰,510402197103023501,15094204225,女,Chinese Mainland
王艳,350212199111123570,13570877215,男,Chinese Mainland
袁瑞,330324197810232889,13984420604,女,Chinese Mainland
李兵,420502197805090358,18824314540,男,Chinese Mainland
刘柳,140602196105159995,13884550612,男,Chinese Mainland
冯凤英,341622199904167665,13662294614,女,Chinese Mainland
白平,141028194605140548,18950057230,女,Chinese Mainland
岑想,131082196803215542,13382909957,女,Chinese Mainland
姚秀云,540000193903082422,15586518582,女,Chinese Mainland
宋红梅,140932199005317958,14516026968,男,Chinese Mainland
常兰英,140428200509123245,13164585066,女,Chinese Mainland
滕雪梅,621125194005275343,13071314010,女,Chinese Mainland
陶丹,231181193702270701,15656053336,女,Chinese Mainland
陈成,451323193701296289,14589878468,女,Chinese Mainland
王军,150721197311062175,13552140123,男,Chinese Mainland
廖秀梅,440701193902020562,18120910496,女,Chinese Mainland
曾桂香,810000196102150412,13999047692,男,Chinese Hong Kong
史佳,310108194812203493,15375170946,男,Chinese Mainland
郭峰,421127200504303787,13039148155,女,Chinese Mainland
刘金凤,820000199311309763,13725109438,女,Chinese Macao
李波,820000195308048592,13825775543,男,Chinese Macao
杨丹丹,510521193712091063,18774289047,女,Chinese Mainland
马璐,140700198108218382,15336219226,女,Chinese Mainland
张婷婷,820000196202147394,18939868997,男,Chinese Macao
王桂荣,659001194407010635,13035318356,男,Chinese Mainland
刘飞,130801194509275283,18801368665,女,Chinese Mainland
苏桂芳,810000195702060985,13511582440,女,Chinese Hong Kong
李宁,141125197005131517,14510106955,男,Chinese Mainland
邓文,140109193602127138,13282365772,男,Chinese Mainland
林丽华,810000196508312338,15372260042,男,Chinese Hong Kong
贺旭,430102193806101567,13256868353,女,Chinese Mainland
赵健,440116195303121071,15685082680,男,Chinese Mainland
韩建国,230826194402195348,18689757894,女,Chinese Mainland
陈亮,130582194212101313,15633436617,男,Chinese Mainland
黄艳,820000193509269069,13213325084,女,Chinese Macao
张鑫,370686193905038848,15301203260,女,Chinese Mainland
李玉珍,820000198803195278,15163831051,男,Chinese Macao
贾海燕,441825195107122523,13193879809,女,Chinese Mainland
